Id, Date, Value, Class
0634,2015-02-03 09:00:00.000,076,3
0635,2015-02-03 10:00:00.000,083,4
0636,2015-02-03 11:00:00.000,070,3
0637,2015-02-03 12:00:00.000,051,3
0638,2015-02-03 13:00:00.000,039,2
0639,2015-02-03 14:00:00.000,055,3
0640,2015-02-03 15:00:00.000,046,2
0641,2015-02-03 16:00:00.000,054,3
0642,2015-02-03 17:00:00.000,067,3
0643,2015-02-03 18:00:00.000,073,3
0644,2015-02-03 19:00:00.000,073,3
0645,2015-02-03 20:00:00.000,083,4
0646,2015-02-03 21:00:00.000,087,4
0647,2015-02-03 22:00:00.000,086,4
0648,2015-02-03 23:00:00.000,108,4
0649,2015-02-04 00:00:00.000,116,4
0650,2015-02-04 01:00:00.000,110,4
0651,2015-02-04 02:00:00.000,143,4
0652,2015-02-04 03:00:00.000,136,4
0653,2015-02-04 04:00:00.000,128,4
0654,2015-02-04 05:00:00.000,115,4
0655,2015-02-04 06:00:00.000,097,4
0656,2015-02-04 07:00:00.000,092,4
0657,2015-02-04 08:00:00.000,089,4
0658,2015-02-04 09:00:00.000,104,4
0659,2015-02-04 10:00:00.000,108,4
0660,2015-02-04 11:00:00.000,115,4
0661,2015-02-04 12:00:00.000,100,4
0662,2015-02-04 13:00:00.000,089,4
0663,2015-02-04 14:00:00.000,086,4
0664,2015-02-04 15:00:00.000,082,4
0665,2015-02-04 16:00:00.000,080,4
0666,2015-02-04 17:00:00.000,071,3
0667,2015-02-04 18:00:00.000,073,3
0668,2015-02-04 19:00:00.000,086,4
0669,2015-02-04 20:00:00.000,092,4
0670,2015-02-04 21:00:00.000,091,4
0671,2015-02-04 22:00:00.000,065,3
0672,2015-02-04 23:00:00.000,058,3
0673,2015-02-05 00:00:00.000,051,3
0674,2015-02-05 01:00:00.000,044,2
0675,2015-02-05 02:00:00.000,037,2
0676,2015-02-05 03:00:00.000,026,1
0677,2015-02-05 04:00:00.000,031,1
0678,2015-02-05 05:00:00.000,040,2
0679,2015-02-05 06:00:00.000,053,3
0680,2015-02-05 07:00:00.000,052,3
0681,2015-02-05 08:00:00.000,047,2
0682,2015-02-05 09:00:00.000,049,2
0683,2015-02-05 10:00:00.000,054,3
0684,2015-02-05 11:00:00.000,050,3
0685,2015-02-05 12:00:00.000,054,3
0686,2015-02-05 13:00:00.000,067,3
0687,2015-02-05 14:00:00.000,078,3
0688,2015-02-05 15:00:00.000,073,3
0689,2015-02-05 16:00:00.000,075,3
0690,2015-02-05 17:00:00.000,080,4
0691,2015-02-05 18:00:00.000,095,4
0692,2015-02-05 19:00:00.000,087,4
0693,2015-02-05 20:00:00.000,088,4
0694,2015-02-05 21:00:00.000,071,3
0695,2015-02-05 22:00:00.000,068,3
0696,2015-02-05 23:00:00.000,069,3
0697,2015-02-06 00:00:00.000,062,3
0698,2015-02-06 01:00:00.000,044,2
0699,2015-02-06 02:00:00.000,038,2
0700,2015-02-06 03:00:00.000,035,2
0701,2015-02-06 04:00:00.000,033,2
0702,2015-02-06 05:00:00.000,025,1
0703,2015-02-06 06:00:00.000,031,1
0704,2015-02-06 07:00:00.000,030,1
0705,2015-02-06 08:00:00.000,029,1
0706,2015-02-06 09:00:00.000,026,1
0707,2015-02-06 10:00:00.000,032,1
0708,2015-02-06 11:00:00.000,042,2
0709,2015-02-06 12:00:00.000,045,2
0710,2015-02-06 13:00:00.000,060,3
0711,2015-02-06 14:00:00.000,046,2
0712,2015-02-06 15:00:00.000,038,2
0713,2015-02-06 16:00:00.000,038,2
0714,2015-02-06 17:00:00.000,035,2
0715,2015-02-06 18:00:00.000,032,1
0716,2015-02-06 19:00:00.000,036,2
0717,2015-02-06 20:00:00.000,040,2
0718,2015-02-06 21:00:00.000,035,2
0719,2015-02-06 22:00:00.000,029,1
0720,2015-02-06 23:00:00.000,031,1
0721,2015-02-07 00:00:00.000,024,1
0722,2015-02-07 01:00:00.000,021,1
0723,2015-02-07 02:00:00.000,023,1
0724,2015-02-07 03:00:00.000,021,1
0725,2015-02-07 04:00:00.000,026,1
0726,2015-02-07 05:00:00.000,027,1
0727,2015-02-07 06:00:00.000,028,1
0728,2015-02-07 07:00:00.000,038,2
0729,2015-02-07 08:00:00.000,045,2
0730,2015-02-07 09:00:00.000,048,2
0731,2015-02-07 10:00:00.000,045,2
0732,2015-02-07 11:00:00.000,050,3
0733,2015-02-07 12:00:00.000,047,2
0734,2015-02-07 13:00:00.000,049,2
0735,2015-02-07 14:00:00.000,052,3
0736,2015-02-07 15:00:00.000,051,3
0737,2015-02-07 16:00:00.000,066,3
0738,2015-02-07 17:00:00.000,076,3
0739,2015-02-07 18:00:00.000,080,4
0740,2015-02-07 19:00:00.000,072,3
0741,2015-02-07 20:00:00.000,068,3
0742,2015-02-07 21:00:00.000,050,3
0743,2015-02-07 22:00:00.000,041,2
0744,2015-02-07 23:00:00.000,043,2
0745,2015-02-15 00:00:00.000,160,4
0746,2015-02-15 01:00:00.000,166,4
0747,2015-02-15 02:00:00.000,163,4
0748,2015-02-15 03:00:00.000,178,4
0749,2015-02-15 04:00:00.000,177,4
0750,2015-02-15 05:00:00.000,185,4
0751,2015-02-15 06:00:00.000,179,4
0752,2015-02-15 07:00:00.000,171,4
0753,2015-02-15 08:00:00.000,157,4
0754,2015-02-15 09:00:00.000,150,4
0755,2015-02-15 10:00:00.000,144,4
0756,2015-02-15 11:00:00.000,112,4
0757,2015-02-15 12:00:00.000,085,4
0758,2015-02-15 13:00:00.000,090,4
0759,2015-02-15 14:00:00.000,135,4
0760,2015-02-15 15:00:00.000,104,4
0761,2015-02-15 16:00:00.000,108,4
0762,2015-02-15 17:00:00.000,105,4
0763,2015-02-15 18:00:00.000,094,4
0764,2015-02-15 19:00:00.000,094,4
0765,2015-02-15 20:00:00.000,078,3
0766,2015-02-15 21:00:00.000,071,3
0767,2015-02-15 22:00:00.000,067,3
0768,2015-02-15 23:00:00.000,056,3
0769,2015-02-16 00:00:00.000,049,2
0770,2015-02-16 01:00:00.000,043,2
0771,2015-02-16 02:00:00.000,043,2
0772,2015-02-16 03:00:00.000,043,2
0773,2015-02-16 04:00:00.000,038,2
0774,2015-02-16 05:00:00.000,033,2
0775,2015-02-16 06:00:00.000,037,2
0776,2015-02-16 07:00:00.000,035,2
0777,2015-02-16 08:00:00.000,033,2
0778,2015-02-16 09:00:00.000,031,1
0779,2015-02-16 10:00:00.000,027,1
0780,2015-02-16 11:00:00.000,027,1
0781,2015-02-16 12:00:00.000,027,1
0782,2015-02-16 13:00:00.000,030,1
0783,2015-02-16 14:00:00.000,025,1
0784,2015-02-16 15:00:00.000,022,1
0785,2015-02-16 16:00:00.000,023,1
0786,2015-02-16 17:00:00.000,026,1
0787,2015-02-16 18:00:00.000,027,1
0788,2015-02-16 19:00:00.000,024,1
0789,2015-02-16 20:00:00.000,029,1
0790,2015-02-16 21:00:00.000,020,1
0791,2015-02-16 22:00:00.000,023,1
0792,2015-02-16 23:00:00.000,021,1
0793,2015-02-17 00:00:00.000,019,1
0794,2015-02-17 01:00:00.000,018,1
0795,2015-02-17 02:00:00.000,016,1
0796,2015-02-17 03:00:00.000,014,1
0797,2015-02-17 04:00:00.000,014,1
0798,2015-02-17 05:00:00.000,015,1
0799,2015-02-17 06:00:00.000,021,1
0800,2015-02-17 07:00:00.000,024,1
0801,2015-02-17 08:00:00.000,028,1
0802,2015-02-17 09:00:00.000,025,1
0803,2015-02-17 10:00:00.000,027,1
0804,2015-02-17 11:00:00.000,026,1
0805,2015-02-17 12:00:00.000,024,1
0806,2015-02-17 13:00:00.000,024,1
0807,2015-02-17 14:00:00.000,027,1
0808,2015-02-17 15:00:00.000,025,1
0809,2015-02-17 16:00:00.000,027,1
0810,2015-02-17 17:00:00.000,027,1
0811,2015-02-17 18:00:00.000,036,2
0812,2015-02-17 19:00:00.000,049,2
0813,2015-02-17 20:00:00.000,084,4
0814,2015-02-17 21:00:00.000,093,4
0815,2015-02-17 22:00:00.000,106,4
0816,2015-02-17 23:00:00.000,114,4
0817,2015-02-18 00:00:00.000,118,4
0818,2015-02-18 01:00:00.000,134,4
0819,2015-02-18 02:00:00.000,166,4
0820,2015-02-18 03:00:00.000,165,4
0821,2015-02-18 04:00:00.000,153,4
0822,2015-02-18 05:00:00.000,159,4
0823,2015-02-18 06:00:00.000,161,4
0824,2015-02-18 07:00:00.000,163,4
0825,2015-02-18 08:00:00.000,152,4
0826,2015-02-18 09:00:00.000,130,4
0827,2015-02-18 10:00:00.000,092,4
0828,2015-02-18 11:00:00.000,090,4
0829,2015-02-18 12:00:00.000,081,4
0830,2015-02-18 13:00:00.000,074,3
0831,2015-02-18 14:00:00.000,081,4
0832,2015-02-18 15:00:00.000,074,3
0833,2015-02-18 16:00:00.000,049,2
0834,2015-02-18 17:00:00.000,048,2
0835,2015-02-18 18:00:00.000,056,3
0836,2015-02-18 19:00:00.000,059,3
0837,2015-02-18 20:00:00.000,062,3
0838,2015-02-18 21:00:00.000,065,3
0839,2015-02-18 22:00:00.000,080,4
0840,2015-02-18 23:00:00.000,094,4
0841,2015-02-19 00:00:00.000,086,4
0842,2015-02-19 01:00:00.000,084,4
0843,2015-02-19 02:00:00.000,086,4
0844,2015-02-19 03:00:00.000,102,4
0845,2015-02-19 04:00:00.000,108,4
0846,2015-02-19 05:00:00.000,114,4
0847,2015-02-19 06:00:00.000,099,4
0848,2015-02-19 07:00:00.000,103,4
0849,2015-02-19 08:00:00.000,088,4
0850,2015-02-19 09:00:00.000,096,4
0851,2015-02-19 10:00:00.000,081,4
0852,2015-02-19 11:00:00.000,076,3
0853,2015-02-19 12:00:00.000,073,3
0854,2015-02-19 13:00:00.000,067,3
0855,2015-02-19 14:00:00.000,064,3
0856,2015-02-19 15:00:00.000,062,3
0857,2015-02-19 16:00:00.000,072,3
0858,2015-02-19 17:00:00.000,079,3
0859,2015-02-19 18:00:00.000,087,4
0860,2015-02-19 19:00:00.000,096,4
0861,2015-02-19 20:00:00.000,100,4
0862,2015-02-19 21:00:00.000,105,4
0863,2015-02-19 22:00:00.000,125,4
0864,2015-02-19 23:00:00.000,134,4
0865,2015-02-20 00:00:00.000,140,4
0866,2015-02-20 01:00:00.000,131,4
0867,2015-02-20 02:00:00.000,128,4
0868,2015-02-20 03:00:00.000,136,4
0869,2015-02-20 04:00:00.000,138,4
0870,2015-02-20 05:00:00.000,135,4
0871,2015-02-20 06:00:00.000,139,4
0872,2015-02-20 07:00:00.000,145,4
0873,2015-02-20 08:00:00.000,145,4
0874,2015-02-20 09:00:00.000,144,4
0875,2015-02-20 10:00:00.000,122,4
0876,2015-02-20 11:00:00.000,104,4
0877,2015-02-20 12:00:00.000,065,3
0878,2015-02-20 13:00:00.000,043,2
0879,2015-02-20 14:00:00.000,036,2
0880,2015-02-20 15:00:00.000,031,1
0881,2015-02-20 16:00:00.000,035,2
0882,2015-02-20 17:00:00.000,049,2
0883,2015-02-20 18:00:00.000,059,3
0884,2015-02-20 19:00:00.000,089,4
0885,2015-02-20 20:00:00.000,100,4
0886,2015-02-20 21:00:00.000,123,4
0887,2015-02-20 22:00:00.000,143,4
0888,2015-02-20 23:00:00.000,161,4
0889,2015-02-21 00:00:00.000,175,4
0890,2015-02-21 01:00:00.000,180,4
0891,2015-02-21 02:00:00.000,183,4
0892,2015-02-21 03:00:00.000,177,4
0893,2015-02-21 04:00:00.000,170,4
0894,2015-02-21 05:00:00.000,140,4
0895,2015-02-21 06:00:00.000,112,4
0896,2015-02-21 07:00:00.000,110,4
0897,2015-02-21 08:00:00.000,103,4
0898,2015-02-21 09:00:00.000,084,4
0899,2015-02-21 10:00:00.000,087,4
0900,2015-02-21 11:00:00.000,096,4
0901,2015-02-21 12:00:00.000,086,4
0902,2015-02-21 13:00:00.000,069,3
0903,2015-02-21 14:00:00.000,055,3
0904,2015-02-21 15:00:00.000,059,3
0905,2015-02-21 16:00:00.000,055,3
0906,2015-02-21 17:00:00.000,028,1
0907,2015-02-21 18:00:00.000,037,2
0908,2015-02-21 19:00:00.000,058,3
0909,2015-02-21 20:00:00.000,075,3
0910,2015-02-21 21:00:00.000,086,4
0911,2015-02-21 22:00:00.000,096,4
0912,2015-02-21 23:00:00.000,128,4
0913,2015-02-22 00:00:00.000,139,4
0914,2015-02-22 01:00:00.000,140,4
0915,2015-02-22 02:00:00.000,138,4
0916,2015-02-22 03:00:00.000,135,4
0917,2015-02-22 04:00:00.000,127,4
0918,2015-02-22 05:00:00.000,112,4
0919,2015-02-22 06:00:00.000,101,4
0920,2015-02-22 07:00:00.000,109,4
0921,2015-02-22 08:00:00.000,100,4
0922,2015-02-22 09:00:00.000,089,4
0923,2015-02-22 10:00:00.000,079,3
0924,2015-02-22 11:00:00.000,064,3
0925,2015-02-22 12:00:00.000,042,2
0926,2015-02-22 13:00:00.000,025,1
0927,2015-02-22 14:00:00.000,026,1
0928,2015-02-22 15:00:00.000,026,1
0929,2015-02-22 16:00:00.000,031,1
0930,2015-02-22 17:00:00.000,045,2
0931,2015-02-22 18:00:00.000,063,3
0932,2015-02-22 19:00:00.000,074,3
0933,2015-02-22 20:00:00.000,084,4
0934,2015-02-22 21:00:00.000,080,4
0935,2015-02-22 22:00:00.000,066,3
0936,2015-02-22 23:00:00.000,071,3
0937,2015-02-23 00:00:00.000,077,3
0938,2015-02-23 01:00:00.000,090,4
0939,2015-02-23 02:00:00.000,096,4
0940,2015-02-23 03:00:00.000,100,4
0941,2015-02-23 04:00:00.000,101,4
0942,2015-02-23 05:00:00.000,101,4
0943,2015-02-23 06:00:00.000,103,4
0944,2015-02-23 07:00:00.000,109,4
0945,2015-02-23 08:00:00.000,113,4
0946,2015-02-23 09:00:00.000,109,4
0947,2015-02-23 10:00:00.000,105,4
0948,2015-02-23 11:00:00.000,101,4
0949,2015-02-23 12:00:00.000,100,4
0950,2015-02-23 13:00:00.000,096,4
0951,2015-02-23 14:00:00.000,083,4
0952,2015-02-23 15:00:00.000,057,3
0953,2015-02-23 16:00:00.000,056,3
0954,2015-02-23 17:00:00.000,053,3
0955,2015-02-23 18:00:00.000,075,3
0956,2015-02-23 19:00:00.000,064,3
0957,2015-02-23 20:00:00.000,048,2
0958,2015-02-23 21:00:00.000,054,3
0959,2015-02-23 22:00:00.000,055,3
0960,2015-02-23 23:00:00.000,057,3
0961,2015-02-24 00:00:00.000,067,3
0962,2015-02-24 01:00:00.000,083,4
0963,2015-02-24 02:00:00.000,078,3
0964,2015-02-24 03:00:00.000,081,4
0965,2015-02-24 04:00:00.000,069,3
0966,2015-02-24 05:00:00.000,051,3
0967,2015-02-24 06:00:00.000,030,1
0968,2015-02-24 07:00:00.000,032,1
0969,2015-02-24 08:00:00.000,038,2
0970,2015-02-24 09:00:00.000,031,1
0971,2015-02-24 10:00:00.000,027,1
0972,2015-02-24 11:00:00.000,028,1
0973,2015-02-24 12:00:00.000,024,1
0974,2015-02-24 13:00:00.000,020,1
0975,2015-02-24 14:00:00.000,019,1
0976,2015-02-24 15:00:00.000,043,2
0977,2015-02-24 16:00:00.000,045,2
0978,2015-02-24 17:00:00.000,047,2
0979,2015-02-24 18:00:00.000,048,2
0980,2015-02-24 19:00:00.000,054,3
0981,2015-02-24 20:00:00.000,059,3
0982,2015-02-24 21:00:00.000,051,3
0983,2015-02-24 22:00:00.000,047,2
0984,2015-02-24 23:00:00.000,038,2
0985,2015-02-25 00:00:00.000,040,2
0986,2015-02-25 01:00:00.000,039,2
0987,2015-02-25 02:00:00.000,037,2
0988,2015-02-25 03:00:00.000,033,2
0989,2015-02-25 04:00:00.000,032,1
0990,2015-02-25 05:00:00.000,032,1
0991,2015-02-25 06:00:00.000,033,2
0992,2015-02-25 07:00:00.000,037,2
0993,2015-02-25 08:00:00.000,044,2
0994,2015-02-25 09:00:00.000,043,2
0995,2015-02-25 10:00:00.000,048,2
0996,2015-02-25 11:00:00.000,045,2
0997,2015-02-25 12:00:00.000,047,2
0998,2015-02-25 13:00:00.000,048,2
0999,2015-02-25 14:00:00.000,050,3
1000,2015-02-25 15:00:00.000,045,2
1001,2015-02-25 16:00:00.000,047,2
1002,2015-02-25 17:00:00.000,052,3
1003,2015-02-25 18:00:00.000,055,3
1004,2015-02-25 19:00:00.000,050,3
1005,2015-02-25 20:00:00.000,048,2
1006,2015-02-25 21:00:00.000,046,2
1007,2015-02-25 22:00:00.000,040,2
1008,2015-02-25 23:00:00.000,037,2
1009,2015-02-26 00:00:00.000,034,2
1010,2015-02-26 01:00:00.000,029,1
1011,2015-02-26 02:00:00.000,024,1
1012,2015-02-26 03:00:00.000,018,1
1013,2015-02-26 04:00:00.000,015,1
1014,2015-02-26 05:00:00.000,015,1
1015,2015-02-26 06:00:00.000,018,1
1016,2015-02-26 07:00:00.000,026,1
1017,2015-02-26 08:00:00.000,037,2
1018,2015-02-26 09:00:00.000,047,2
1019,2015-02-26 10:00:00.000,048,2
1020,2015-02-26 11:00:00.000,050,3
1021,2015-02-26 12:00:00.000,054,3
1022,2015-02-26 13:00:00.000,057,3
1023,2015-02-26 14:00:00.000,060,3
1024,2015-02-26 15:00:00.000,066,3
1025,2015-02-26 16:00:00.000,078,3
1026,2015-02-26 17:00:00.000,081,4
1027,2015-02-26 18:00:00.000,089,4
1028,2015-02-26 19:00:00.000,098,4
1029,2015-02-26 20:00:00.000,100,4
1030,2015-02-26 21:00:00.000,103,4
1031,2015-02-26 22:00:00.000,110,4
1032,2015-02-26 23:00:00.000,106,4
1033,2015-02-27 00:00:00.000,110,4
1034,2015-02-27 01:00:00.000,098,4
1035,2015-02-27 02:00:00.000,091,4
1036,2015-02-27 03:00:00.000,096,4
1037,2015-02-27 04:00:00.000,099,4
1038,2015-02-27 05:00:00.000,091,4
1039,2015-02-27 06:00:00.000,079,3
1040,2015-02-27 07:00:00.000,076,3
1041,2015-02-27 08:00:00.000,067,3
1042,2015-02-27 09:00:00.000,068,3
1043,2015-02-27 10:00:00.000,057,3
1044,2015-02-27 11:00:00.000,057,3
1045,2015-02-27 12:00:00.000,051,3
1046,2015-02-27 13:00:00.000,047,2
1047,2015-02-27 14:00:00.000,045,2
1048,2015-02-27 15:00:00.000,058,3
1049,2015-02-27 16:00:00.000,053,3
1050,2015-02-27 17:00:00.000,044,2
1051,2015-02-27 18:00:00.000,050,3
1052,2015-02-27 19:00:00.000,060,3
1053,2015-02-27 20:00:00.000,063,3
1054,2015-02-27 21:00:00.000,062,3
1055,2015-02-27 22:00:00.000,085,4
1056,2015-02-27 23:00:00.000,119,4
1057,2015-02-28 00:00:00.000,112,4
1058,2015-02-28 01:00:00.000,110,4
1059,2015-02-28 02:00:00.000,108,4
1060,2015-02-28 03:00:00.000,102,4
1061,2015-02-28 04:00:00.000,103,4
1062,2015-02-28 05:00:00.000,139,4
1063,2015-02-28 06:00:00.000,162,4
1064,2015-02-28 07:00:00.000,158,4
1065,2015-02-28 08:00:00.000,140,4
1066,2015-02-28 09:00:00.000,115,4
1067,2015-02-28 10:00:00.000,079,3
1068,2015-02-28 11:00:00.000,066,3
1069,2015-02-28 12:00:00.000,065,3
1070,2015-02-28 13:00:00.000,051,3
1071,2015-02-28 14:00:00.000,050,3
1072,2015-02-28 15:00:00.000,053,3
1073,2015-02-28 16:00:00.000,061,3
1074,2015-02-28 17:00:00.000,083,4
1075,2015-02-28 18:00:00.000,090,4
1076,2015-02-28 19:00:00.000,101,4
1077,2015-02-28 20:00:00.000,122,4
1078,2015-02-28 21:00:00.000,124,4
1079,2015-02-28 22:00:00.000,088,4
1080,2015-02-28 23:00:00.000,068,3
1081,2015-01-08 00:00:00.000,150,4
1082,2015-01-08 01:00:00.000,138,4
1083,2015-01-08 02:00:00.000,136,4
1084,2015-01-08 03:00:00.000,107,4
1085,2015-01-08 04:00:00.000,085,4
1086,2015-01-08 05:00:00.000,067,3
1087,2015-01-08 06:00:00.000,062,3
1088,2015-01-08 07:00:00.000,061,3
1089,2015-01-08 08:00:00.000,060,3
1090,2015-01-08 09:00:00.000,061,3
1091,2015-01-08 10:00:00.000,061,3
1092,2015-01-08 11:00:00.000,062,3
1093,2015-01-08 12:00:00.000,063,3
1094,2015-01-08 13:00:00.000,047,2
1095,2015-01-08 14:00:00.000,055,3
1096,2015-01-08 15:00:00.000,038,2
1097,2015-01-08 16:00:00.000,043,2
1098,2015-01-08 17:00:00.000,049,2
1099,2015-01-08 18:00:00.000,056,3
1100,2015-01-08 19:00:00.000,058,3
1101,2015-01-08 20:00:00.000,049,2
1102,2015-01-08 21:00:00.000,033,2
1103,2015-01-08 22:00:00.000,032,1
1104,2015-01-08 23:00:00.000,026,1
1105,2015-01-09 00:00:00.000,024,1
1106,2015-01-09 01:00:00.000,017,1
1107,2015-01-09 02:00:00.000,017,1
1108,2015-01-09 03:00:00.000,015,1
1109,2015-01-09 04:00:00.000,011,1
1110,2015-01-09 05:00:00.000,013,1
1111,2015-01-09 06:00:00.000,019,1
1112,2015-01-09 07:00:00.000,015,1
1113,2015-01-09 08:00:00.000,019,1
1114,2015-01-09 09:00:00.000,023,1
1115,2015-01-09 10:00:00.000,021,1
1116,2015-01-09 11:00:00.000,017,1
1117,2015-01-09 12:00:00.000,014,1
1118,2015-01-09 13:00:00.000,024,1
1119,2015-01-09 14:00:00.000,027,1
1120,2015-01-09 15:00:00.000,034,2
1121,2015-01-09 16:00:00.000,018,1
1122,2015-01-09 17:00:00.000,010,1
1123,2015-01-09 18:00:00.000,018,1
1124,2015-01-09 19:00:00.000,013,1
1125,2015-01-09 20:00:00.000,010,1
1126,2015-01-09 21:00:00.000,009,1
1127,2015-01-09 22:00:00.000,010,1
1128,2015-01-09 23:00:00.000,012,1
1129,2015-01-10 00:00:00.000,012,1
1130,2015-01-10 01:00:00.000,017,1
1131,2015-01-10 02:00:00.000,022,1
1132,2015-01-10 03:00:00.000,021,1
1133,2015-01-10 04:00:00.000,014,1
1134,2015-01-10 05:00:00.000,009,1
1135,2015-01-10 06:00:00.000,013,1
1136,2015-01-10 07:00:00.000,015,1
1137,2015-01-10 08:00:00.000,013,1
1138,2015-01-10 09:00:00.000,015,1
1139,2015-01-10 10:00:00.000,021,1
1140,2015-01-10 11:00:00.000,031,1
1141,2015-01-10 12:00:00.000,030,1
1142,2015-01-10 13:00:00.000,031,1
1143,2015-01-10 14:00:00.000,037,2
1144,2015-01-10 15:00:00.000,017,1
1145,2015-01-10 16:00:00.000,024,1
1146,2015-01-10 17:00:00.000,017,1
1147,2015-01-10 18:00:00.000,012,1
1148,2015-01-10 19:00:00.000,011,1
1149,2015-01-10 20:00:00.000,009,1
1150,2015-01-10 21:00:00.000,009,1
1151,2015-01-10 22:00:00.000,007,1
1152,2015-01-10 23:00:00.000,006,1
1153,2015-01-11 00:00:00.000,004,1
1154,2015-01-11 01:00:00.000,005,1
1155,2015-01-11 02:00:00.000,005,1
1156,2015-01-11 03:00:00.000,005,1
1157,2015-01-11 04:00:00.000,005,1
1158,2015-01-11 05:00:00.000,005,1
1159,2015-01-11 06:00:00.000,007,1
1160,2015-01-11 07:00:00.000,010,1
1161,2015-01-11 08:00:00.000,016,1
1162,2015-01-11 09:00:00.000,020,1
1163,2015-01-11 10:00:00.000,019,1
1164,2015-01-11 11:00:00.000,018,1
1165,2015-01-11 12:00:00.000,017,1
1166,2015-01-11 13:00:00.000,016,1
1167,2015-01-11 14:00:00.000,015,1
1168,2015-01-11 15:00:00.000,016,1
1169,2015-01-11 16:00:00.000,018,1
1170,2015-01-11 17:00:00.000,020,1
1171,2015-01-11 18:00:00.000,021,1
1172,2015-01-11 19:00:00.000,019,1
1173,2015-01-11 20:00:00.000,017,1
1174,2015-01-11 21:00:00.000,016,1
1175,2015-01-11 22:00:00.000,016,1
1176,2015-01-11 23:00:00.000,014,1
1177,2015-01-12 00:00:00.000,009,1
1178,2015-01-12 01:00:00.000,011,1
1179,2015-01-12 02:00:00.000,010,1
1180,2015-01-12 03:00:00.000,010,1
1181,2015-01-12 04:00:00.000,005,1
1182,2015-01-12 05:00:00.000,007,1
1183,2015-01-12 06:00:00.000,012,1
1184,2015-01-12 07:00:00.000,013,1
1185,2015-01-12 08:00:00.000,017,1
1186,2015-01-12 09:00:00.000,019,1
1187,2015-01-12 10:00:00.000,025,1
1188,2015-01-12 11:00:00.000,024,1
1189,2015-01-12 12:00:00.000,019,1
1190,2015-01-12 13:00:00.000,018,1
1191,2015-01-12 14:00:00.000,014,1
1192,2015-01-12 15:00:00.000,015,1
1193,2015-01-12 16:00:00.000,014,1
1194,2015-01-12 17:00:00.000,016,1
1195,2015-01-12 18:00:00.000,037,2
1196,2015-01-12 19:00:00.000,034,2
1197,2015-01-12 20:00:00.000,023,1
1198,2015-01-12 21:00:00.000,015,1
1199,2015-01-12 22:00:00.000,014,1
1200,2015-01-12 23:00:00.000,015,1
1201,2015-01-13 00:00:00.000,014,1
1202,2015-01-13 01:00:00.000,014,1
1203,2015-01-13 02:00:00.000,012,1
1204,2015-01-13 03:00:00.000,010,1
1205,2015-01-13 04:00:00.000,009,1
1206,2015-01-13 05:00:00.000,009,1
1207,2015-01-13 06:00:00.000,013,1
1208,2015-01-13 07:00:00.000,021,1
1209,2015-01-13 08:00:00.000,030,1
1210,2015-01-13 09:00:00.000,031,1
1211,2015-01-13 10:00:00.000,025,1
1212,2015-01-13 11:00:00.000,021,1
1213,2015-01-13 12:00:00.000,017,1
1214,2015-01-13 13:00:00.000,012,1
1215,2015-01-13 14:00:00.000,011,1
1216,2015-01-13 15:00:00.000,009,1
1217,2015-01-13 16:00:00.000,012,1
1218,2015-01-13 17:00:00.000,027,1
1219,2015-01-13 18:00:00.000,059,3
1220,2015-01-13 19:00:00.000,082,4
1221,2015-01-13 20:00:00.000,108,4
1222,2015-01-13 21:00:00.000,107,4
1223,2015-01-13 22:00:00.000,132,4
1224,2015-01-13 23:00:00.000,144,4
1225,2015-01-14 00:00:00.000,137,4
1226,2015-01-14 01:00:00.000,138,4
1227,2015-01-14 02:00:00.000,139,4
1228,2015-01-14 03:00:00.000,146,4
1229,2015-01-14 04:00:00.000,147,4
1230,2015-01-14 05:00:00.000,144,4
1231,2015-01-14 06:00:00.000,135,4
1232,2015-01-14 07:00:00.000,133,4
1233,2015-01-14 08:00:00.000,140,4
1234,2015-01-14 09:00:00.000,140,4
1235,2015-01-14 10:00:00.000,117,4
1236,2015-01-14 11:00:00.000,117,4
1237,2015-01-14 12:00:00.000,064,3
1238,2015-01-14 13:00:00.000,037,2
1239,2015-01-14 14:00:00.000,035,2
1240,2015-01-14 15:00:00.000,036,2
1241,2015-01-14 16:00:00.000,029,1
1242,2015-01-14 17:00:00.000,038,2
1243,2015-01-14 18:00:00.000,055,3
1244,2015-01-14 19:00:00.000,067,3
1245,2015-01-14 20:00:00.000,040,2
1246,2015-01-14 21:00:00.000,022,1
1247,2015-01-14 22:00:00.000,029,1
1248,2015-01-14 23:00:00.000,032,1
1249,2015-02-08 00:00:00.000,037,2
1250,2015-02-08 01:00:00.000,030,1
1251,2015-02-08 02:00:00.000,021,1
1252,2015-02-08 03:00:00.000,017,1
1253,2015-02-08 04:00:00.000,020,1
1254,2015-02-08 05:00:00.000,023,1
1255,2015-02-08 06:00:00.000,019,1
1256,2015-02-08 07:00:00.000,015,1
1257,2015-02-08 08:00:00.000,016,1
1258,2015-02-08 09:00:00.000,014,1
1259,2015-02-08 10:00:00.000,015,1
1260,2015-02-08 11:00:00.000,016,1
1261,2015-02-08 12:00:00.000,013,1
1262,2015-02-08 13:00:00.000,013,1
1263,2015-02-08 14:00:00.000,010,1
1264,2015-02-08 15:00:00.000,011,1
1265,2015-02-08 16:00:00.000,010,1
1266,2015-02-08 17:00:00.000,011,1
1267,2015-02-08 18:00:00.000,014,1
1268,2015-02-08 19:00:00.000,021,1
